hotel,agent,company,country,market_segment,distribution_channel,customer_type,Random_Forest_Probability,Calibrated_Random_Forest_Probability,Naive_Bias_Probability,Isotonic_Calibrated_Naive_Bias_Probability,Sigmoid_Calibrated_Naive_Bias_Probability,cancelation_Score,prediction,actual_value
Resort Hotel,241.0,,PRT,Online TA,TA/TO,Transient,0.25253441922916264,0.1393753478687219,0.908610970513728,0.5617530498327501,0.4302479444794066,0.472300646334532,0,0
Resort Hotel,,,NLD,Direct,Direct,Transient,0.09151332837715964,0.030367003422404375,0.002835547973988991,0.10731385657582256,0.19708791409076476,0.05969039148937991,0,0
Resort Hotel,250.0,,PRT,Direct,Direct,Transient,0.12409733279665754,0.043831925817074326,0.09836526692854719,0.14698665662993637,0.21142311672874317,0.10336544907503682,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.013271324213888398,0.014699254613655269,0.0,0.10609127345231797,0.035394058110285856,0.00104581501130505,0,0
Resort Hotel,,,PRT,Corporate,Corporate,Transient-Party,0.056952096857090136,0.02151776569118046,1.0,0.5756828772595622,0.8906041324169642,0.5206354825743461,1,0
Resort Hotel,250.0,,ESP,Direct,Direct,Transient,0.10225115878365855,0.033295886642089406,0.04218812354035188,0.12424641471867708,0.19708791409076476,0.07524824022302627,0,0
Resort Hotel,250.0,,PRT,Direct,Direct,Contract,0.07718310356545198,0.025449768451784545,2.761923094000571e-05,0.10610371736575155,0.19708791409076476,0.05420491953815161,0,0
Resort Hotel,250.0,,PRT,Direct,Direct,Transient,0.10379704298430646,0.036988872933700234,1.0,0.5781594525285707,0.9010114231460371,0.5383667589337965,1,1
Resort Hotel,314.0,,GBR,Offline TA/TO,TA/TO,Transient-Party,0.12500124005758984,0.04073153573069015,0.6284479929957564,0.3911411260227378,0.2896445571239407,0.2889284412681258,0,0
Resort Hotel,250.0,,PRT,Direct,Direct,Contract,0.06951992521548589,0.02426097698716794,0.00020041520098390455,0.10618176799957416,0.19708791409076476,0.05214342778356919,0,0
Resort Hotel,134.0,,ESP,Groups,TA/TO,Transient,0.7101249526435526,0.9588411976054966,1.0,0.616789860753062,0.9791248900436796,0.9312826749609467,1,1
Resort Hotel,134.0,,ESP,Groups,TA/TO,Transient,0.7101249526435526,0.9588411976054966,1.0,0.616789860753062,0.9791248900436796,0.9312826749609467,1,1
Resort Hotel,134.0,,ESP,Groups,TA/TO,Transient,0.7101249526435526,0.9588411976054966,1.0,0.616789860753062,0.9791248900436796,0.9312826749609467,1,1
Resort Hotel,,,ISR,Direct,Direct,Transient,0.15084628173496548,0.05588925632594003,0.134459170424284,0.16097856194777607,0.21336108152560246,0.12401991498040807,0,0
Resort Hotel,281.0,,PRT,Corporate,Corporate,Contract,0.057539873779354454,0.021668545176218978,0.0021406240225616416,0.1070583087871714,0.19708791409076476,0.04927262568422203,0,0
Resort Hotel,250.0,,ESP,Direct,Direct,Transient,0.014941237135790188,0.01392054224185885,0.0,0.10609127345231797,0.035394058110285856,0.001256260583297902,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.16470678751919762,0.06389777885223225,0.015315810073340678,0.11290441423781125,0.19708791409076476,0.08920594175343154,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.013429586890776921,0.014563580101817316,0.0,0.10609127345231797,0.035394058110285856,0.0010508114530601274,0,0
Resort Hotel,314.0,,PRT,Offline TA/TO,TA/TO,Transient-Party,0.04178560571727878,0.017450563840509244,0.6563610748545147,0.40738707144962066,0.29330999960705884,0.27388234967703146,0,1
Resort Hotel,96.0,,PRT,Groups,TA/TO,Transient,0.8172112602427453,0.9850302408864057,1.0,0.616789860753062,0.9791248900436796,0.9631691327900815,1,1
Resort Hotel,96.0,,PRT,Groups,TA/TO,Transient,0.8172112602427453,0.9850302408864057,1.0,0.616789860753062,0.9791248900436796,0.9631691327900815,1,1
Resort Hotel,96.0,,PRT,Groups,TA/TO,Transient,0.8172112602427453,0.9850302408864057,1.0,0.616789860753062,0.9791248900436796,0.9631691327900815,1,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.44951529935784684,0.6439412540619377,0.8324515404016589,0.5145886984420459,0.34604902550106986,0.5959115342970434,1,1
Resort Hotel,,,BEL,Direct,Direct,Transient,0.09356843591452604,0.03088993437443306,0.0010211695117178414,0.10653293837168887,0.19708791409076476,0.05974067401239088,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.15108948485439933,0.05709698371232187,0.8258610598692809,0.510604563659149,0.34604902550106986,0.38059817627665216,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.26086577253566656,0.14493956622717757,0.910202037693595,0.5627308240700691,0.4302479444794066,0.4761942362178454,0,1
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.07994579926799385,0.025011732849133866,0.0,0.10609127345231797,0.035394058110285856,0.019451117016327662,0,0
Resort Hotel,251.0,,PRT,Offline TA/TO,TA/TO,Transient,0.08709745647393202,0.03041519431530803,0.14033624392809385,0.16455141180243202,0.21336108152560246,0.1047129713990313,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.2438802166554974,0.13046018720336755,0.832244678818098,0.5144915295043229,0.34604902550106986,0.4227115464642853,0,1
Resort Hotel,,174.0,PRT,Corporate,Corporate,Transient-Party,0.05560909207570871,0.023783239977278787,0.0005445041813739078,0.10634139087173974,0.19708791409076476,0.048817728978861795,0,0
Resort Hotel,96.0,,PRT,Offline TA/TO,TA/TO,Transient,0.08358321489885943,0.03167132656973888,0.8643737540503812,0.534325034217926,0.3716330050864788,0.37751408107504375,0,0
Resort Hotel,,,PRT,Direct,Direct,Group,0.528886680439117,0.7751969948111415,1.2869031470121225e-132,0.10609127345231797,0.035394058110285856,0.30784274611503226,0,1
Resort Hotel,,,PRT,Direct,Direct,Transient,0.04159578013959623,0.016787808191706992,0.0,0.10609127345231797,0.035394058110285856,0.008310886787015765,0,0
Resort Hotel,240.0,,IRL,Online TA,TA/TO,Transient,0.3934458824242208,0.43692086996628526,1.0,0.6156128772343847,0.9165573462950529,0.715690400953388,1,0
Resort Hotel,250.0,,FRA,Direct,Direct,Transient,0.05132805793435396,0.017877084361338266,0.0,0.10609127345231797,0.035394058110285856,0.010896951376851495,0,0
Resort Hotel,242.0,,GBR,Online TA,TA/TO,Transient,0.38738691056554236,0.38277001278035594,0.8941137358734432,0.5528067187336217,0.4302479444794066,0.5581714719897422,1,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient-Party,0.10358059628759388,0.03476724808573871,0.0004749358124818164,0.10629997707974592,0.19708791409076476,0.06289700415080832,0,0
Resort Hotel,240.0,,GBR,Online TA,TA/TO,Transient,0.03543556219326879,0.020070783549246487,0.0,0.10609127345231797,0.035394058110285856,0.0076337009464436745,0,0
Resort Hotel,240.0,,GBR,Online TA,TA/TO,Transient,0.22587599279088133,0.11542826476154473,0.49179076390071663,0.3163830336036785,0.24155374430706597,0.27439977877186805,0,0
Resort Hotel,314.0,,GBR,Offline TA/TO,TA/TO,Transient,0.18976445888233015,0.08136329460564252,0.47490127996097836,0.3070133887973568,0.2369036193516929,0.2508032057581055,0,0
Resort Hotel,,,ESP,Direct,Direct,Transient,0.09719610796285484,0.0325513746732375,0.020363769560547248,0.11529416909146244,0.19708791409076476,0.06714313444337607,0,1
Resort Hotel,250.0,,GBR,Direct,Direct,Transient,0.13633985345653138,0.04727769909020576,0.002825454607424011,0.1073090950114078,0.19708791409076476,0.0744718423623273,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.13736027430526798,0.04416494423139104,0.0009287718242294689,0.10649841990239009,0.19708791409076476,0.07337235191411981,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.1418453616845145,0.04774361397715974,0.013628963146033202,0.11207314265851227,0.19708791409076476,0.07929694149922109,0,1
Resort Hotel,142.0,,PRT,Offline TA/TO,TA/TO,Contract,0.20075888313490228,0.07144249811363115,0.04904873475813618,0.12804704409670215,0.19708791409076476,0.11030340701712066,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.17589276897958223,0.07730782636404027,0.47265123947325904,0.30662084128257205,0.2375916589990091,0.2460858498010488,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.14486823903463797,0.04834992716753964,0.010536802654093059,0.110704046891595,0.19708791409076476,0.07919100728366668,0,1
Resort Hotel,147.0,,IRL,Online TA,TA/TO,Transient,0.30112177193515366,0.23848173412697946,0.8473793670129399,0.5239674466359269,0.346338786756291,0.4679069330319642,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.12066604008491046,0.03991642156079441,0.05430171280526021,0.12954725786684756,0.2000381569942787,0.08568869412907357,0,0
Resort Hotel,,,ESP,Groups,Direct,Transient-Party,0.07754572067479325,0.027798945504122402,0.5419791558441744,0.3426121997455625,0.2615836645571101,0.2388807575343198,0,0
Resort Hotel,,,ESP,Groups,Direct,Transient-Party,0.07754572067479325,0.027798945504122402,0.5419791558441744,0.3426121997455625,0.2615836645571101,0.2388807575343198,0,0
Resort Hotel,171.0,,IRL,Offline TA/TO,TA/TO,Transient,0.19709945394242814,0.11005361236459418,0.7434470644223997,0.4595960382086088,0.31114677360863563,0.36762751978654384,0,0
Resort Hotel,314.0,,GBR,Offline TA/TO,TA/TO,Contract,0.1023382807562855,0.03013484799827052,0.03879811998122374,0.12364165807534129,0.19708791409076476,0.07363327778369672,0,0
Resort Hotel,208.0,,FRA,Offline TA/TO,TA/TO,Transient-Party,0.08858082020311507,0.027511689037294267,1.3507269133915532e-05,0.10609733915989146,0.19708791409076476,0.057419001178978225,0,0
Resort Hotel,208.0,,PRT,Offline TA/TO,TA/TO,Transient-Party,0.07300125982233562,0.026425704472085126,0.6489174845565031,0.4028802129892801,0.29330999960705884,0.28089238643829717,0,1
Resort Hotel,240.0,,GBR,Online TA,TA/TO,Transient,0.20235080116300347,0.09868838101297031,0.7951365757197447,0.4916828571665873,0.3444860913526953,0.39170214522856167,0,0
Resort Hotel,,,FIN,Direct,Direct,Transient,0.17931862385066702,0.07735412928910514,0.0020956816019996214,0.10700764897519972,0.19708791409076476,0.09177111869643437,0,0
Resort Hotel,240.0,,FRA,Online TA,TA/TO,Transient,0.07077569480089449,0.026170802076443223,0.0,0.10609127345231797,0.035394058110285856,0.017542412806233944,0,0
Resort Hotel,240.0,,CYM,Online TA,TA/TO,Transient-Party,0.06964137322841178,0.02453140512178843,0.11989458494893523,0.15556410429852705,0.21336108152560246,0.09270057203152295,0,0
Resort Hotel,250.0,,PRT,Direct,Direct,Transient,0.14399436182590297,0.053720031518046926,0.004838001550565433,0.10822197764142212,0.19708791409076476,0.07849387232360512,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.24614902523560825,0.11260077081187932,0.13084389614601707,0.1601812324147373,0.21336108152560246,0.15950453259655453,0,1
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.06236408017637656,0.022032091011774172,0.0,0.10609127345231797,0.035394058110285856,0.014534847998019594,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.24286775770767116,0.10837185711771155,0.1282706831171199,0.15918845384701036,0.21336108152560246,0.15692121445557097,0,0
Resort Hotel,26.0,,GBR,Offline TA/TO,TA/TO,Contract,0.12403933395863835,0.040645517743729424,0.0028379880951635555,0.1073844225467605,0.19708791409076476,0.06995285170514419,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.24562337852726576,0.1343653844673509,1.0,0.6156811412908569,0.9165573462950529,0.6073281965578858,1,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.12181429144986804,0.04058926454458301,0.4760676658733294,0.30825824635918897,0.2375916589990091,0.22541076666837254,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient,0.012712096857204732,0.013672103513309674,0.0,0.10609127345231797,0.035394058110285856,0.000664187628424276,0,0
Resort Hotel,,,ESP,Direct,Direct,Transient-Party,0.05212767454373555,0.02029105127940764,0.0011314853420035511,0.10658060057182717,0.19708791409076476,0.04732346213728127,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient,0.03270732198836107,0.015223370634744274,0.0,0.10609127345231797,0.035394058110285856,0.005811430666613197,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient-Party,0.06703608934003497,0.02177826911410647,1.1566036178065859e-07,0.10609132514265965,0.19708791409076476,0.05088731347054638,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient,0.020757405687218497,0.014721842698275625,0.0,0.10609127345231797,0.035394058110285856,0.002838053820213777,0,0
Resort Hotel,241.0,,IRL,Online TA,TA/TO,Transient,0.058653620823660026,0.02623960590956622,0.0,0.10609127345231797,0.035394058110285856,0.01466573244084899,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.20512709044589988,0.09512786046283854,0.607772512064407,0.3792612564406492,0.2818554435325066,0.3123871836986469,0,0
Resort Hotel,,317.0,PRT,Direct,Direct,Transient-Party,0.0757337576471181,0.025614173993555044,1.6740428498385632e-21,0.10609127345231797,0.03539407411007292,0.01859133278376044,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7553538663394357,0.9783560049956639,1.0,0.616789860753062,0.9791248900436796,0.9467925416581147,1,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7614485936447342,0.9775603418660561,1.0,0.616789860753062,0.9791248900436796,0.9480550090181415,1,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7614485936447342,0.9775603418660561,1.0,0.616789860753062,0.9791248900436796,0.9480550090181415,1,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.12414956990364402,0.04145365886757448,0.014214287194898255,0.11232991830546069,0.19708791409076476,0.0737375377096816,0,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7614485936447342,0.9775603418660561,1.0,0.616789860753062,0.9791248900436796,0.9480550090181415,1,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7614485936447342,0.9775603418660561,1.0,0.616789860753062,0.9791248900436796,0.9480550090181415,1,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.12688253198490082,0.04312594640447661,0.4690603049633082,0.3047212957386702,0.2375916589990091,0.22493141748385787,0,0
Resort Hotel,314.0,,GBR,Offline TA/TO,TA/TO,Transient,0.22801687236124504,0.11189837194839662,0.9307139519831534,0.5752243883816134,0.4440022156287717,0.4705792839493211,0,0
Resort Hotel,175.0,,IRL,Offline TA/TO,TA/TO,Transient,0.30358658195694416,0.2455197992920081,0.6919126759639903,0.426578865261989,0.3015736778662347,0.40522345086535294,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.17639520714579127,0.08382535871494841,0.13034518721144162,0.1608849676777298,0.21336108152560246,0.13594852659003512,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.17639520714579127,0.08382535871494841,0.13034518721144162,0.1608849676777298,0.21336108152560246,0.13594852659003512,0,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7614485936447342,0.9775603418660561,1.0,0.616789860753062,0.9791248900436796,0.9480550090181415,1,1
Resort Hotel,8.0,,PRT,Offline TA/TO,TA/TO,Contract,0.025217533367782628,0.015512594958764492,0.00029609449083528794,0.1062268819716978,0.19708791409076476,0.03948651382446454,0,1
Resort Hotel,240.0,,IRL,Online TA,TA/TO,Transient,0.23206963625068647,0.1290504782280891,0.010414445737877108,0.11085630131603239,0.19708791409076476,0.11950735445045596,0,0
Resort Hotel,,281.0,PRT,Corporate,Corporate,Transient,0.07916335145307128,0.02861458793409054,0.0018144380733323322,0.10688412151668843,0.19708791409076476,0.05600259728343141,0,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.08234197864543423,0.03199260728653226,0.23148428222651782,0.19882030108182233,0.21654444708025727,0.13203315170698343,0,1
Resort Hotel,240.0,,AUS,Online TA,TA/TO,Transient,0.1493856645419581,0.05751585679817073,0.7426713225155992,0.4593540361548875,0.31114677360863563,0.34332432757411974,0,0
Resort Hotel,240.0,,POL,Online TA,TA/TO,Transient,0.015197897693596992,0.014976167887958473,0.0,0.10609127345231797,0.035394058110285856,0.0015725503700345885,0,0
Resort Hotel,240.0,,FIN,Online TA,TA/TO,Transient,0.16359258048702446,0.06160535691746109,0.0037333192078456904,0.1077214497898504,0.19708791409076476,0.08472618472313158,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient,0.020549724623981996,0.014545096541649483,0.0,0.10609127345231797,0.035394058110285856,0.0027457840745350897,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.11643321186943173,0.044630202793096145,0.03586939298677815,0.12172076102432199,0.19708791409076476,0.07944071507595488,0,0
Resort Hotel,,,PRT,Direct,Direct,Transient,0.08515268268413488,0.030218194342347144,0.04099727044239037,0.12374400704048114,0.19708791409076476,0.0700539758807551,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.15739933797409938,0.0645946885272264,0.3659819412144768,0.2555073810728997,0.2230170738401706,0.20097391661033495,0,0
Resort Hotel,,,CPV,Direct,Direct,Transient,0.10698780124891011,0.03651896622609137,4.371236728585117e-07,0.10609147596606847,0.19708791409076476,0.06398433482172632,0,0
Resort Hotel,241.0,,GBR,Online TA,TA/TO,Transient,0.31161591723905163,0.25837070805505313,0.5926900057017659,0.36939912951346787,0.274304082690391,0.37014798465821835,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.15962156019632162,0.06629604363106403,0.37125687550565056,0.25789765491438343,0.2230170738401706,0.2035887061213936,0,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.03326509118881784,0.01666452509854598,0.0,0.10609127345231797,0.035394058110285856,0.006292729604211004,0,0
Resort Hotel,250.0,,ESP,Direct,Direct,Transient,0.09334539635285541,0.03172796828113654,1.0,0.5799947248961377,0.9010114231460371,0.5350018158666202,1,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7375867317506222,0.9679041140079934,1.0,0.616789860753062,0.9791248900436796,0.9400267875965231,1,1
Resort Hotel,241.0,,USA,Online TA,TA/TO,Transient,0.013305227814499642,0.014506369879179115,0.0,0.10609127345231797,0.035394058110285856,0.001007307876681258,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.07607115821618753,0.02931283298469119,0.12512034910829886,0.15772854761477062,0.21336108152560246,0.09700370926018963,0,0
Resort Hotel,175.0,,PRT,Offline TA/TO,TA/TO,Transient,0.09035468376420569,0.03510330445024233,0.9287391149211214,0.5740174374067575,0.4440022156287717,0.41847438558292055,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.06645594387220535,0.025102999488969213,0.0,0.10609127345231797,0.035394058110285856,0.016253400705230833,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.05474631847953689,0.021742896339179335,0.0,0.10609127345231797,0.035394058110285856,0.012646769868906999,0,0
Resort Hotel,,,PRT,Groups,Direct,Transient,0.7375867317506222,0.9679041140079934,1.0,0.616789860753062,0.9791248900436796,0.9400267875965231,1,1
Resort Hotel,,,PRT,Groups,Direct,Transient,0.06979678052577225,0.02496666037305708,0.06485283084341396,0.13385657828862735,0.2000381569942787,0.07317957512003402,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.15955333794561322,0.06056090482303057,0.44595647222969287,0.2930778634806055,0.23098073598736524,0.22791272196315834,0,0
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.11869663750911807,0.03917378711802206,0.05248746546474147,0.1287753045452148,0.2000381569942787,0.08447464072217549,0,0
Resort Hotel,156.0,,GBR,Offline TA/TO,TA/TO,Contract,0.10713142807059658,0.033889515601141326,0.008361264665941155,0.10992956683844843,0.19708791409076476,0.06604645255271878,0,0
Resort Hotel,69.0,,POL,Offline TA/TO,TA/TO,Transient,0.05327328392402161,0.021946169518299485,1.2519739686357156e-36,0.10609127345231797,0.035394058110285856,0.012344294254101624,0,0
Resort Hotel,281.0,,PRT,Corporate,Corporate,Transient-Party,0.09145302650795555,0.030829168860873467,0.07457077794405881,0.1377133702396598,0.20270594451643076,0.0833106599516131,0,1
Resort Hotel,,,FRA,Corporate,Corporate,Transient,0.03558158518228423,0.017172861917646033,0.0,0.10609127345231797,0.035394058110285856,0.0069684412914648355,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.13115469741025804,0.04172573500726247,0.010714718245147324,0.11079407655453863,0.19708791409076476,0.07437599925529714,0,1
Resort Hotel,15.0,,PRT,Offline TA/TO,TA/TO,Transient,0.057908034478800254,0.02257404733393682,0.7006002478643536,0.43356196443230555,0.29868461756001424,0.29551332250154794,0,0
Resort Hotel,177.0,,PRT,Offline TA/TO,TA/TO,Transient-Party,0.08230297196176638,0.028122043893261423,0.7867041467888147,0.4862830717581342,0.34322276829907844,0.3427054227013299,0,1
Resort Hotel,328.0,281.0,ITA,Corporate,Corporate,Transient,0.0653681681377895,0.023877620959279887,8.918155227620691e-44,0.10609127345231797,0.035394058110285856,0.015697729115770928,0,0
Resort Hotel,326.0,281.0,ITA,Corporate,Corporate,Transient,0.06812996297905886,0.02574215826927208,0.03378142761014865,0.12072473328183417,0.19708791409076476,0.06267523274237728,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.15029733909747944,0.0555839282934774,0.6869945418261563,0.4254964184367004,0.29791227838253914,0.3206401910091881,0,0
Resort Hotel,156.0,,PRT,Offline TA/TO,TA/TO,Contract,0.08078190489386534,0.027396792877229154,0.046170530158477774,0.12679601464162252,0.19708791409076476,0.0701247503224745,0,1
Resort Hotel,,281.0,PRT,Corporate,Corporate,Transient-Party,0.062030107282864955,0.02202667818702331,0.010958710925999674,0.11084119719135435,0.19708791409076476,0.05318173892301606,0,1
Resort Hotel,185.0,281.0,PRT,Corporate,Corporate,Transient-Party,0.04381812745048079,0.019322450847332508,1.8877610453596345e-12,0.10609127345325634,0.09489908776183367,0.022443931111036732,0,0
Resort Hotel,,,PRT,Corporate,Corporate,Transient,0.07796917109979574,0.03106330651114154,0.23741954750722905,0.20119113895701513,0.21654444708025727,0.13257820354317976,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.31375118227900867,0.2546847506211434,0.19796044328742343,0.18575096413732753,0.21550063794821286,0.23066708181171366,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient-Party,0.06143664735504733,0.0223265024107618,0.00347393524143223,0.10761050677155512,0.19708791409076476,0.0507732830186229,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.012870750751997404,0.014565347442591099,0.0,0.10609127345231797,0.035394058110285856,0.0009178551338926014,0,0
Resort Hotel,321.0,,PRT,Offline TA/TO,TA/TO,Transient,0.013944916046696022,0.013419138892651925,0.0,0.10609127345231797,0.035394058110285856,0.0008973235005044323,0,0
Resort Hotel,15.0,,PRT,Offline TA/TO,TA/TO,Transient,0.04979471499721762,0.020123664986914837,1.0,0.6127010981623103,0.9096553266359122,0.530830605371827,1,1
Resort Hotel,240.0,,ESP,Online TA,TA/TO,Transient,0.024458650175777055,0.01592093335009407,0.0,0.10609127345231797,0.035394058110285856,0.004011158537153935,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.2919604274318864,0.18014773924084013,0.8934610753853622,0.5524083266515858,0.4302479444794066,0.4862138127590328,0,1
Resort Hotel,185.0,281.0,DEU,Corporate,Corporate,Transient-Party,0.04011371665482384,0.019056106887418645,0.004231369846997671,0.1079289917076774,0.19708791409076476,0.04512869515349238,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.39222192435386216,0.398189034542075,0.9782189928160268,0.6038711452823806,0.5661702019686212,0.6222314151612778,1,1
Resort Hotel,,,ESP,Direct,Direct,Transient,0.032884032937741246,0.016140165298044344,0.0,0.10609127345231797,0.035394058110285856,0.00607509769019696,0,0
Resort Hotel,240.0,,GBR,Online TA,TA/TO,Transient,0.16187698518123383,0.06690019011111346,0.05311034924184738,0.12907389956800697,0.2000381569942787,0.10168056799447438,0,0
Resort Hotel,185.0,281.0,PRT,Corporate,Corporate,Transient-Party,0.048681475308067663,0.019065662719029305,0.00191300620198798,0.10692569914690069,0.19708791409076476,0.046450825447613635,0,0
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.2103618415816699,0.10166583188232406,0.6119117398895294,0.38162048407328386,0.2844536298713088,0.3172019789149353,0,1
Resort Hotel,,270.0,PRT,Corporate,Corporate,Transient,0.07613488219697556,0.030232615389253703,0.23268531258937686,0.19930859910654702,0.21654444708025727,0.130495229553847,0,1
Resort Hotel,185.0,281.0,PRT,Corporate,Corporate,Transient-Party,0.0497919311948704,0.019490944900064006,1.8938285660577533e-12,0.10609127345325982,0.09489908776183367,0.023910468308638296,0,1
Resort Hotel,314.0,,PRT,Offline TA/TO,TA/TO,Contract,0.06951870303573869,0.027134119268525724,0.0033883196100475675,0.10772583823317879,0.19708791409076476,0.05387027743897868,0,0
Resort Hotel,326.0,281.0,PRT,Corporate,Corporate,Transient-Party,0.06438282397576446,0.022431136435011628,2.227850623973908e-20,0.10609127345231797,0.03539428061600271,0.015113137247582236,0,1
Resort Hotel,281.0,,PRT,Corporate,Corporate,Transient-Party,0.08276095209417654,0.02902241668379697,0.07546506572982156,0.13808336982572042,0.20270594451643076,0.08107553639788329,0,1
Resort Hotel,240.0,,PRT,Online TA,TA/TO,Transient,0.16306868723295972,0.06044520644415423,0.704777302855751,0.4361838977735187,0.29883404183706447,0.3312793365601195,0,1
Resort Hotel,240.0,,CHE,Online TA,TA/TO,Transient,0.17344351903995056,0.07158976981641593,0.08048303373384864,0.14017133356276476,0.20348442578111436,0.11472480683716353,0,0
Resort Hotel,281.0,,PRT,Corporate,Corporate,Transient-Party,0.07484122847481774,0.027345072090677054,0.08224864662766218,0.14079289499325356,0.20348442578111436,0.0810223633632276,0,1
Resort Hotel,,281.0,PRT,Corporate,Corporate,Transient-Party,0.048841817943147924,0.019326017734159713,0.005841035227138663,0.10863011199470404,0.19708791409076476,0.04778158775224886,0,1
Resort Hotel,240.0,,SWE,Online TA,TA/TO,Transient-Party,0.060401766383323084,0.0216282257736803,0.04035798403585475,0.1235799667761415,0.19708791409076476,0.06189578290797398,0,0
Resort Hotel,281.0,,PRT,Corporate,Corporate,Transient-Party,0.07433676261437591,0.02748475264928608,0.08407033697326462,0.14151490601023722,0.20348442578111436,0.08149100639227738,0,1
Resort Hotel,334.0,281.0,FRA,Corporate,Corporate,Transient-Party,0.08091249729500641,0.025187456617947208,1.4537309994901907e-06,0.10609192385654978,0.19708791409076476,0.055023394229167875,0,0
Resort Hotel,334.0,281.0,FRA,Corporate,Corporate,Transient-Party,0.12278878198725683,0.0368683977368388,2.116665457394461e-12,0.10609127345336948,0.09489908776183367,0.045531634176483884,0,0
Resort Hotel,334.0,281.0,FRA,Corporate,Corporate,Transient-Party,0.0814974341752598,0.02541717470449171,1.0339769757918576e-20,0.10609127345231797,0.03539416038360237,0.01991943555307699,0,0
Resort Hotel,281.0,,PRT,Corporate,Corporate,Transient-Party,0.07433676261437591,0.02748475264928608,0.08407033697326462,0.14151490601023722,0.20348442578111436,0.08149100639227738,0,1
Resort Hotel,240.0,,GBR,Online TA,TA/TO,Transient-Party,0.11612701179593714,0.036276339687695947,0.046095880934764535,0.1260306970993658,0.19708791409076476,0.08052278991670134,0,0
Resort Hotel,240.0,,RUS,Online TA,TA/TO,Transient-Party,0.06930464776816486,0.023620509283664288,0.1612530627550647,0.17154819100057372,0.21550063794821286,0.105385402535152,0,0
