hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,131,2015,December,52,24,2,5,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,90.07,0,0,Check-Out,2015-12-31
Resort Hotel,1,0,2015,December,52,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,Non Refund,240.0,,0,Transient,75.0,0,0,No-Show,2015-12-25
Resort Hotel,1,0,2015,December,52,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,55.0,0,0,No-Show,2015-12-25
Resort Hotel,1,0,2015,December,52,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,Non Refund,240.0,,0,Transient,75.0,0,0,No-Show,2015-12-25
Resort Hotel,1,0,2015,December,52,25,0,1,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,Non Refund,240.0,,0,Transient,115.0,0,0,No-Show,2015-12-25
Resort Hotel,1,56,2015,December,52,25,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2,Canceled,2015-10-30
Resort Hotel,0,129,2015,December,52,26,4,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,71.88,1,0,Check-Out,2016-01-05
Resort Hotel,1,27,2015,December,53,27,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,75.0,0,1,Canceled,2015-12-22
Resort Hotel,1,83,2015,December,53,27,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,71.28,0,0,Canceled,2015-10-12
Resort Hotel,1,49,2015,December,53,28,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,Canceled,2015-12-28
Resort Hotel,1,49,2015,December,53,28,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2,Canceled,2015-12-10
Resort Hotel,1,126,2015,December,53,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.42,0,1,Canceled,2015-12-01
Resort Hotel,1,66,2015,December,53,28,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,73.5,0,0,Canceled,2015-12-26
Resort Hotel,0,49,2015,December,53,28,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,89.5,1,2,Check-Out,2016-01-01
Resort Hotel,1,160,2015,December,53,29,2,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,62.88,0,2,Canceled,2015-09-25
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,0.0,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,1,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,308.0,,122,Transient-Party,0.0,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,1,4,0,0.0,0,SC,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,308.0,,122,Transient-Party,0.0,0,0,Check-Out,2016-01-04
Resort Hotel,1,9,2015,December,53,30,1,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,129.2,0,0,Canceled,2015-12-22
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,1,165,2015,December,53,30,0,4,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,0.0,0,0,Canceled,2015-12-21
Resort Hotel,0,165,2015,December,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03
Resort Hotel,1,41,2015,December,53,30,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,86.29,0,1,Canceled,2015-12-25
Resort Hotel,0,52,2015,December,53,31,0,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,F,1,No Deposit,,,0,Transient,332.0,1,1,Check-Out,2016-01-01
Resort Hotel,0,69,2015,December,53,31,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,154.98,0,2,Check-Out,2016-01-03
Resort Hotel,0,141,2015,December,53,31,0,3,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient,92.43,0,1,Check-Out,2016-01-03
Resort Hotel,1,69,2015,December,53,31,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.6,0,1,Canceled,2015-10-29
Resort Hotel,0,69,2015,December,53,31,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,160.98,0,2,Check-Out,2016-01-03
Resort Hotel,0,92,2015,December,53,31,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Transient-Party,59.18,0,2,Check-Out,2016-01-07
Resort Hotel,1,76,2016,January,1,1,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,57.9,0,1,Canceled,2015-12-20
Resort Hotel,0,88,2016,January,1,1,0,2,2,1.0,0,HB,ARG,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,90.17,0,2,Check-Out,2016-01-03
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,1,113,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,72.0,0,0,Canceled,2015-11-16
Resort Hotel,0,110,2016,January,1,2,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,46.93,0,3,Check-Out,2016-01-09
Resort Hotel,1,103,2016,January,2,3,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.45,0,1,Canceled,2015-12-12
Resort Hotel,1,0,2016,January,2,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306.0,,0,Transient,32.3,0,0,Canceled,2016-01-04
Resort Hotel,1,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Transient-Party,68.0,0,0,Canceled,2015-12-30
Resort Hotel,1,189,2016,January,2,5,0,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,25.11,0,2,Canceled,2015-12-26
Resort Hotel,1,132,2016,January,2,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,29.16,0,1,Canceled,2015-09-14
Resort Hotel,0,59,2016,January,2,8,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,29.0,0,0,Check-Out,2016-01-10
Resort Hotel,1,19,2016,January,2,8,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.8,0,0,Canceled,2016-01-06
Resort Hotel,1,110,2016,January,2,9,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.45,0,0,Canceled,2015-10-05
Resort Hotel,1,15,2016,January,2,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,48.0,0,0,Canceled,2015-12-30
Resort Hotel,1,103,2016,January,2,9,2,6,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,77.4,0,1,Canceled,2015-10-05
Resort Hotel,0,87,2016,January,2,9,4,10,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,26.1,0,0,Check-Out,2016-01-23
Resort Hotel,1,15,2016,January,3,13,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2,Canceled,2016-01-08
Resort Hotel,1,15,2016,January,3,13,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,2,Canceled,2016-01-08
Resort Hotel,1,1,2016,January,3,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,59.0,0,1,No-Show,2016-01-16
Resort Hotel,1,172,2016,January,4,17,3,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2015-09-21
Resort Hotel,1,12,2016,January,4,18,1,0,1,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,F,0,No Deposit,15.0,,0,Transient,0.0,0,0,Canceled,2016-01-07
Resort Hotel,1,3,2016,January,4,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,52.8,0,1,Canceled,2016-01-22
Resort Hotel,1,173,2016,January,5,25,1,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0,1,Canceled,2015-08-10
Resort Hotel,1,4,2016,January,5,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,0,0,Canceled,2016-01-25
Resort Hotel,0,154,2016,January,5,26,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,29.16,0,2,Check-Out,2016-01-27
Resort Hotel,0,0,2016,February,6,1,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,1,Check-Out,2016-02-02
Resort Hotel,1,28,2016,February,6,1,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,2,Canceled,2016-01-11
Resort Hotel,0,101,2016,February,6,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.2,0,1,Check-Out,2016-02-08
Resort Hotel,1,46,2016,February,6,3,7,19,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,30.0,0,1,Canceled,2016-01-15
Resort Hotel,1,20,2016,February,6,4,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1,Canceled,2016-01-18
Resort Hotel,1,142,2016,February,6,4,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1,Canceled,2016-01-20
Resort Hotel,1,26,2016,February,6,4,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,87.0,0,1,Canceled,2016-01-11
Resort Hotel,0,88,2016,February,6,5,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,1,0,Check-Out,2016-02-09
Resort Hotel,0,88,2016,February,6,5,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,26.0,0,0,Check-Out,2016-02-09
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
Resort Hotel,1,120,2016,February,6,6,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1,Canceled,2016-01-04
Resort Hotel,1,102,2016,February,7,8,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,2016-02-02
Resort Hotel,1,102,2016,February,7,8,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,2016-02-02
Resort Hotel,1,102,2016,February,7,8,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,2016-02-02
Resort Hotel,1,5,2016,February,7,8,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,98.0,0,1,No-Show,2016-02-08
Resort Hotel,0,103,2016,February,7,9,0,2,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Check-Out,2016-02-11
Resort Hotel,1,103,2016,February,7,9,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,50.0,0,0,Canceled,2016-01-16
Resort Hotel,0,103,2016,February,7,9,0,2,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332.0,,0,Transient-Party,52.0,0,1,Check-Out,2016-02-11
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,27,2016,February,7,11,0,3,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,118.0,0,1,No-Show,2016-02-11
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,64,2016,February,7,11,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,15.0,,0,Transient,29.0,0,0,Canceled,2015-12-30
Resort Hotel,1,2,2016,February,7,12,0,1,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,49.95,0,1,No-Show,2016-02-12
Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,1,35,2016,February,7,12,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Canceled,2016-01-20
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
Resort Hotel,0,112,2016,February,7,12,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-02-14
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
Resort Hotel,1,88,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
Resort Hotel,1,25,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,98.0,0,1,Canceled,2016-01-28
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
Resort Hotel,1,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0,0,Canceled,2016-01-26
Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-10
Resort Hotel,1,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0,0,Canceled,2015-12-11
Resort Hotel,1,25,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,29.0,0,0,Canceled,2016-02-11
Resort Hotel,1,14,2016,February,7,13,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,1,Canceled,2016-02-01
Resort Hotel,0,101,2016,February,7,13,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,26.0,0,0,Check-Out,2016-02-20
Resort Hotel,0,103,2016,February,8,14,1,0,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,45.0,1,1,Check-Out,2016-02-15
Resort Hotel,1,41,2016,February,8,14,2,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,86.4,0,1,Canceled,2016-01-14
Resort Hotel,1,41,2016,February,8,15,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,76.0,0,0,Canceled,2016-02-15
Resort Hotel,1,192,2016,February,8,15,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,3,Canceled,2015-08-17
Resort Hotel,0,188,2016,February,8,15,1,5,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,241.0,,0,Transient,59.6,0,3,Check-Out,2016-02-21
Resort Hotel,1,38,2016,February,8,15,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,0,Canceled,2016-02-11
Resort Hotel,1,118,2016,February,8,15,3,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,26.1,0,0,Canceled,2015-11-10
Resort Hotel,0,232,2016,February,8,16,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,38.81,0,1,Check-Out,2016-02-24
Resort Hotel,0,99,2016,February,8,16,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115.0,,0,Transient,33.3,0,0,Check-Out,2016-02-25
Resort Hotel,1,72,2016,February,8,17,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,68.0,0,2,Canceled,2015-12-20
Resort Hotel,0,150,2016,February,8,19,2,5,1,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,23.93,0,0,Check-Out,2016-02-26
Resort Hotel,1,100,2016,February,8,20,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,38.32,0,2,Canceled,2016-02-08
Resort Hotel,1,78,2016,February,9,23,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,61.2,0,2,Canceled,2016-02-10
Resort Hotel,1,9,2016,February,9,24,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,93.0,0,0,Canceled,2016-02-22
Resort Hotel,1,74,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,70.0,0,0,Canceled,2016-01-21
Resort Hotel,1,74,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,70.0,0,0,Canceled,2016-01-21
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,2016-02-29
Resort Hotel,1,74,2016,February,9,27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Canceled,2016-01-11
